annotation_id,annotator,created_at,id,lead_time,review,sentiment,updated_at
17,1,2026-02-14T13:19:58.485486Z,17,3.006,Total garbage. Zero stars if I could give it.,Negative,2026-02-14T13:19:58.485508Z
,,,,,,,
18,1,2026-02-14T13:20:02.974183Z,18,2.931,I didn't expect to enjoy this as much as I did. I particularly loved how the cinematography was handled. Don't miss this one.,Positive,2026-02-14T13:20:02.974219Z
,,,,,,,
19,1,2026-02-14T13:20:08.998809Z,19,4.449,"I tried to like it, I really did, but it failed. I walked out halfway through.",Negative,2026-02-14T13:20:08.998835Z
,,,,,,,
20,1,2026-02-14T13:20:15.640813Z,20,5.312,I am confused about how I feel. Your mileage may vary significantly.,Neutral,2026-02-14T13:20:15.640838Z
,,,,,,,
21,1,2026-02-14T13:20:21.573137Z,21,3.862,I have mixed feelings about this one. You won't remember it a week from now.,Neutral,2026-02-14T13:20:21.573162Z
,,,,,,,
22,1,2026-02-14T13:20:26.334849Z,22,3.251,I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.,Positive,2026-02-14T13:20:26.334868Z
,,,,,,,
23,1,2026-02-14T13:20:44.854709Z,23,16.97,The costume design distracted me from everything else. I struggled to sit through the first half.,Negative,2026-02-14T13:20:44.854743Z
,,,,,,,
24,1,2026-02-14T13:20:56.082716Z,24,9.558,The visual effects were superb and added so much depth. This movie is a triumph in every sense.,Positive,2026-02-14T13:20:56.082736Z
,,,,,,,
25,1,2026-02-14T13:21:01.710563Z,25,4.051,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.",Positive,2026-02-14T13:21:01.710578Z
,,,,,,,
26,1,2026-02-14T13:21:08.823079Z,26,5.474,I have never been so bored in my life. Utterly disappointing.,Negative,2026-02-14T13:21:08.823102Z
,,,,,,,
27,1,2026-02-14T13:21:17.074631Z,27,6.673,A refreshing take on a tired genre. Don't miss this one.,Positive,2026-02-14T13:21:17.074653Z
,,,,,,,
28,1,2026-02-14T13:21:25.756454Z,28,6.953,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.",Neutral,2026-02-14T13:21:25.756475Z
,,,,,,,
29,1,2026-02-14T13:21:39.202134Z,29,10.202,What a complete waste of potential. It’s a hard pass from me.,Negative,2026-02-14T13:21:39.202154Z
,,,,,,,
30,1,2026-02-14T13:21:49.078197Z,30,7.449,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.",Neutral,2026-02-14T13:21:49.078226Z
,,,,,,,
31,1,2026-02-14T13:22:15.263360Z,31,24.987,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.",Neutral,2026-02-14T13:22:15.263382Z
,,,,,,,
32,1,2026-02-14T13:22:19.335457Z,32,2.75,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.",Neutral,2026-02-14T13:22:19.335479Z
,,,,,,,
33,1,2026-02-14T13:22:25.871349Z,33,3.218,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.",Neutral,2026-02-14T13:22:25.871371Z
,,,,,,,
34,1,2026-02-14T13:22:34.319235Z,34,6.66,This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.,Negative,2026-02-14T13:22:34.319257Z
,,,,,,,
35,1,2026-02-14T13:22:40.482957Z,35,4.689,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.",Neutral,2026-02-14T13:22:40.482986Z
,,,,,,,
36,1,2026-02-14T13:22:59.256810Z,36,7.371,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.",Positive,2026-02-14T13:22:59.256839Z
,,,,,,,
37,1,2026-02-14T13:23:04.866926Z,37,3.251,It perfectly balances humor and drama. This movie is a triumph in every sense.,Positive,2026-02-14T13:23:04.866957Z
,,,,,,,
38,1,2026-02-14T13:23:09.289940Z,38,2.952,A frustrating experience. Avoid this at all costs.,Negative,2026-02-14T13:23:09.289962Z
,,,,,,,
39,1,2026-02-14T13:23:14.750943Z,39,3.895,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.",Neutral,2026-02-14T13:23:14.750980Z
,,,,,,,
40,1,2026-02-14T13:23:29.437731Z,40,12.356,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.",Positive,2026-02-14T13:23:29.437808Z
,,,,,,,
41,1,2026-02-14T13:23:34.319708Z,41,2.859,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.",Positive,2026-02-14T13:23:34.319735Z
,,,,,,,
42,1,2026-02-14T13:23:39.240397Z,42,3.32,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.",Positive,2026-02-14T13:23:39.240417Z
,,,,,,,
43,1,2026-02-14T13:23:47.348946Z,43,6.473,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.",Neutral,2026-02-14T13:23:47.348976Z
,,,,,,,
44,1,2026-02-14T13:24:58.670151Z,44,33.322,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.",Neutral,2026-02-14T13:25:26.389782Z
,,,,,,,
45,1,2026-02-14T13:25:32.319538Z,45,3.294,I am confused about how I feel. A polarizing experience for sure.,Neutral,2026-02-14T13:25:32.319552Z
,,,,,,,
46,1,2026-02-14T13:25:37.095723Z,46,3.508,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.",Positive,2026-02-14T13:25:37.095755Z
,,,,,,,
47,1,2026-02-14T13:25:42.232174Z,47,3.856,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.",Positive,2026-02-14T13:25:42.232193Z
,,,,,,,
48,1,2026-02-14T13:25:47.511003Z,48,3.212,This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.,Positive,2026-02-14T13:25:47.511031Z
,,,,,,,
49,1,2026-02-14T13:25:53.408091Z,49,4.529,It felt like a rough draft that was never edited. I struggled to sit through the first half.,Negative,2026-02-14T13:25:53.408114Z
,,,,,,,
50,1,2026-02-14T13:26:00.337566Z,50,5.119,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.",Neutral,2026-02-14T13:26:00.337582Z
,,,,,,,
51,1,2026-02-14T13:26:15.200231Z,51,13.589,An absolute joy to watch from start to finish. Two thumbs way up.,Positive,2026-02-14T13:26:15.200303Z
,,,,,,,
52,1,2026-02-14T13:26:25.692528Z,52,8.778,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.",Neutral,2026-02-14T13:26:25.692547Z
,,,,,,,
53,1,2026-02-14T13:26:36.118964Z,53,9.162,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.",Negative,2026-02-14T13:26:36.118988Z
,,,,,,,
54,1,2026-02-14T13:26:43.527054Z,54,5.712,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.",Negative,2026-02-14T13:26:43.527076Z
,,,,,,,
55,1,2026-02-14T13:26:49.182716Z,55,4.284,"Finally, a movie that respects the audience. Two thumbs way up.",Positive,2026-02-14T13:26:49.182749Z
,,,,,,,
56,1,2026-02-14T13:26:59.052478Z,56,8.112,I oscillated between loving and hating this film. It’s definitely not for everyone.,Neutral,2026-02-14T13:26:59.052510Z
,,,,,,,
57,1,2026-02-14T13:27:03.802055Z,57,3.265,I was completely blown away by this film. Don't miss this one.,Positive,2026-02-14T13:27:03.802075Z
,,,,,,,
58,1,2026-02-14T13:27:07.984465Z,58,2.889,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.",Positive,2026-02-14T13:27:07.984486Z
,,,,,,,
59,1,2026-02-14T13:27:11.860459Z,59,2.677,Total garbage. A complete misfire.,Negative,2026-02-14T13:27:11.860477Z
,,,,,,,
60,1,2026-02-14T13:27:29.742920Z,60,16.425,An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.,Negative,2026-02-14T13:27:29.742947Z
,,,,,,,
61,1,2026-02-14T13:27:41.175150Z,61,9.161,Standard fare for this type of movie. Wait for it to come out on streaming.,Positive,2026-02-14T13:27:41.175170Z
,,,,,,,
62,1,2026-02-14T13:27:45.803667Z,62,2.92,I have never been so bored in my life. Do not bother.,Negative,2026-02-14T13:27:45.803691Z
,,,,,,,
63,1,2026-02-14T13:27:51.451112Z,63,3.82,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.",Neutral,2026-02-14T13:27:51.451135Z
,,,,,,,
64,1,2026-02-14T13:28:00.265427Z,64,7.526,It doesn't leave a lasting impression. It serves its purpose as popcorn filler.,Negative,2026-02-14T13:28:00.265441Z
,,,,,,,
65,1,2026-02-14T13:28:14.251276Z,65,4.646,"It serves its purpose as popcorn filler. If you're bored, give it a shot.",Negative,2026-02-14T13:28:14.251307Z
,,,,,,,
66,1,2026-02-14T13:28:20.666913Z,66,4.768,Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.,Negative,2026-02-14T13:28:20.666934Z
,,,,,,,
67,1,2026-02-14T13:28:25.428286Z,67,3.231,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.",Negative,2026-02-14T13:28:25.428302Z
,,,,,,,
68,1,2026-02-14T13:28:31.919861Z,68,5.086,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.",Neutral,2026-02-14T13:28:31.919884Z
,,,,,,,
69,1,2026-02-14T13:28:37.124286Z,69,3.859,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.",Positive,2026-02-14T13:28:37.124307Z
,,,,,,,
70,1,2026-02-14T13:28:42.781191Z,70,4.045,The soundtrack was frankly disjointed. Total garbage.,Negative,2026-02-14T13:28:42.781212Z
,,,,,,,
71,1,2026-02-14T13:29:06.987050Z,71,21.827,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.",Neutral,2026-02-14T13:29:06.987077Z
,,,,,,,
72,1,2026-02-14T13:29:14.506284Z,72,5.015,The direction was frankly uninspired. I want my two hours back.,Negative,2026-02-14T13:29:14.506304Z
,,,,,,,
73,1,2026-02-14T13:30:16.574088Z,73,29.469,"It has some good moments, especially the direction. I have mixed feelings about this one.",Neutral,2026-02-14T13:30:16.574115Z
,,,,,,,
74,1,2026-02-14T13:30:22.468490Z,74,3.299,It perfectly balances humor and drama. I was completely blown away by this film.,Positive,2026-02-14T13:30:22.468525Z
,,,,,,,
75,1,2026-02-14T13:30:44.724933Z,75,20.32,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.",Positive,2026-02-14T13:30:44.724954Z
,,,,,,,
76,1,2026-02-14T13:30:54.939243Z,76,6.824,A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.,Positive,2026-02-14T13:30:54.939263Z
,,,,,,,
77,1,2026-02-14T13:31:01.055635Z,77,2.739,I didn't expect to enjoy this as much as I did. Highly recommended for everyone.,Positive,2026-02-14T13:31:01.055658Z
,,,,,,,
78,1,2026-02-14T13:31:05.428431Z,78,2.9,Standard fare for this type of movie. Good for a one-time watch.,Positive,2026-02-14T13:31:05.428453Z
,,,,,,,
79,1,2026-02-14T13:31:11.615702Z,79,4.589,The plot holes were glaring and the direction was lifeless. What a complete waste of potential.,Negative,2026-02-14T13:31:11.615729Z
,,,,,,,
80,1,2026-02-14T13:31:19.694944Z,80,6.735,"A strange experience overall. I respect the ambition, even if it didn't fully land.",Neutral,2026-02-14T13:31:19.694966Z
,,,,,,,
81,1,2026-02-14T13:31:30.801323Z,81,8.727,A strange experience overall. A polarizing experience for sure.,Neutral,2026-02-14T13:31:30.801341Z
,,,,,,,
82,1,2026-02-14T13:31:42.924888Z,82,10.651,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.",Neutral,2026-02-14T13:31:42.924909Z
,,,,,,,
84,1,2026-02-14T13:31:51.122371Z,83,2.429,I have mixed feelings about this one. 6/10 at best.,Neutral,2026-02-14T13:31:51.122393Z
,,,,,,,
83,1,2026-02-14T13:31:47.370935Z,84,3.158,I struggled to sit through the first half. A complete misfire.,Negative,2026-02-14T13:31:47.370960Z
,,,,,,,
85,1,2026-02-14T13:31:56.335508Z,85,3.694,An absolute joy to watch from start to finish. Highly recommended for everyone.,Positive,2026-02-14T13:31:56.335592Z
,,,,,,,
86,1,2026-02-14T13:32:00.580136Z,86,2.285,A frustrating experience. Zero stars if I could give it.,Negative,2026-02-14T13:32:00.580164Z
,,,,,,,
87,1,2026-02-14T13:32:06.656424Z,87,4.856,An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.,Negative,2026-02-14T13:32:06.656445Z
,,,,,,,
88,1,2026-02-14T13:32:10.614129Z,88,2.65,"It was... fine. It has some good moments, especially the character development. It is what it is.",Positive,2026-02-14T13:32:10.614146Z
,,,,,,,
89,1,2026-02-14T13:32:14.579468Z,89,2.63,An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.,Negative,2026-02-14T13:32:14.579491Z
,,,,,,,
91,1,2026-02-14T13:32:26.599556Z,90,3.457,This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.,Positive,2026-02-14T13:32:26.599575Z
,,,,,,,
90,1,2026-02-14T13:32:21.260401Z,91,4.131,"The screenplay was okay, but forgettable. It was... fine.",Neutral,2026-02-14T13:32:21.260426Z
,,,,,,,
92,1,2026-02-14T13:32:30.581239Z,92,2.699,A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.,Positive,2026-02-14T13:32:30.581264Z
,,,,,,,
93,1,2026-02-14T13:33:04.710221Z,93,2.852,I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.,Positive,2026-02-14T13:33:04.710247Z
,,,,,,,
94,1,2026-02-14T13:33:09.477984Z,94,3.376,It doesn't leave a lasting impression. Middle of the road entertainment.,Neutral,2026-02-14T13:33:09.478014Z
,,,,,,,
95,1,2026-02-14T13:33:15.512345Z,95,4.231,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.",Neutral,2026-02-14T13:33:15.512369Z
,,,,,,,
99,1,2026-02-14T13:33:40.386204Z,96,5.473,"While the lighting shines, the rest is convoluted. I am confused about how I feel.",Neutral,2026-02-14T13:33:40.386231Z
,,,,,,,
96,1,2026-02-14T13:33:21.056172Z,97,2.713,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.",Neutral,2026-02-14T13:33:21.056201Z
,,,,,,,
98,1,2026-02-14T13:33:32.989970Z,98,5.063,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.",Neutral,2026-02-14T13:33:32.989992Z
,,,,,,,
97,1,2026-02-14T13:33:26.523163Z,99,3.506,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.",Neutral,2026-02-14T13:33:26.523183Z
,,,,,,,
100,1,2026-02-14T13:33:46.742389Z,100,3.515,I was hooked from the very first minute. I can't wait to see it again.,Positive,2026-02-14T13:33:46.742409Z
